Country,Indicator,Last,Previous,Highest,Lowest,Date
Taiwan,Tourist Arrivals,581748,610146,610146,2.56,Thousand
Taiwan,Gold Reserves,422,424,424,421,Tonnes
Taiwan,Exports YoY,16.8,3.1,75.5,-44,percent
Taiwan,Imports YoY,11.8,16.2,115,-56.6,percent
Taiwan,Crude Oil Production,0.2,0.2,1.3,0.2,BBL/D/1K
Taiwan,Foreign Direct Investment,230,1823,4489,81.58,USD Million
Taiwan,Terrorism Index,0,0,1.52,0,Points
Taiwan,Government Budget,-0.5,-0.5,1.8,-6.3,percent of GDP
Taiwan,Government Budget Value,-375,-313,60.87,-557,TWD Billion
Taiwan,Government Spending,704668,660811,839109,133471,TWD Million
Taiwan,Government Revenues,3472,3123,3472,110,TWD Billion
Taiwan,Fiscal Expenditure,3848,3435,3848,87.04,TWD Billion
Taiwan,Corruption Index,67,68,68,49.8,Points
Taiwan,Corruption Rank,28,25,39,25,
Taiwan,Credit Rating,90,,,,
Taiwan,Military Expenditure,16613,15261,16613,0,USD Million
Taiwan,Corporate Tax Rate,20,20,25,17,percent
Taiwan,Personal Income Tax Rate,40,40,45,40,percent
Taiwan,Sales Tax Rate,5,5,5,5,percent
Taiwan,Social Security Rate,17.22,17.22,17.22,9,percent
Taiwan,Social Security Rate For Companies,15.38,15.38,15.38,7,percent
Taiwan,Social Security Rate For Employees,6.06,6.06,6.06,2,percent
Taiwan,Manufacturing PMI,51.5,52.9,62.4,41.5,points
Taiwan,Industrial Production,13.42,13.01,77.78,-43.86,percent
Taiwan,Industrial Production Mom,5.21,-2.73,9.75,-16.01,percent
Taiwan,Manufacturing Production,14.07,13.66,86.08,-45.92,percent
Taiwan,New Orders,50219,50027,67897,2279,USD Million
Taiwan,Changes in Inventories,77611,9738,79038,-130795,TWD Million
Taiwan,Bankruptcies,1424,2155,7810,1144,Companies
Taiwan,Car Production,19014,24132,436732,7620,Units
Taiwan,Car Registrations,23267,23245,23267,15440,Thousand
Taiwan,Leading Economic Index,95.1,94.2,99.9,12.2,points
Taiwan,Cement Production,860,957,2201,530,Thousands of Tonnes
Taiwan,Coincident Index,95.38,94.56,103,12.34,points
Taiwan,Mining Production,4.24,10.44,48.87,-37.72,percent
Taiwan,Consumer Confidence,77.84,77.75,97.52,48.42,points
Taiwan,Retail Sales MoM,-3.2,0.4,14,-23.8,percent
Taiwan,Retail Sales YoY,1.1,3.1,22.5,-13.3,percent
Taiwan,Consumer Spending,2697247,2702858,2712781,369944,TWD Million
Taiwan,Disposable Personal Income,103668,99421,103668,615,TWD Hundred Million
Taiwan,Consumer Credit,12444104,12316681,12444104,741707,TWD Million
Taiwan,Bank Lending Rate,3.26,3.22,16.5,2.44,percent
Taiwan,Housing Index,165,159,165,35.15,points
Taiwan,Building Permits,1704,1527,2734,1031,Units
Tajikistan,Currency,10.64,10.64,13.05,4.32,
Tajikistan,GDP Annual Growth Rate,8.2,8.2,11,-32.3,percent
Tajikistan,Unemployment Rate,6.9,7,16.5,1.9,percent
Tajikistan,Inflation Rate,3.4,3.5,60.6,0.4,percent
Tajikistan,Interest Rate,9,9,18.06,4.8,percent
Tajikistan,Balance of Trade,-1533768,-884799,-236027,-1533768,USD Million
Tajikistan,Current Account,-81582,666540,747616,-496673,USD Thousand
Tajikistan,Current Account to GDP,-3.7,15.6,15.6,-32.1,percent of GDP
Tajikistan,Government Debt to GDP,30.9,34.6,111,27.9,percent of GDP
Tajikistan,Government Budget,1.4,0.6,1.4,-10.07,percent of GDP
Tajikistan,GDP Annual Growth Rate,8.2,8.2,11,-32.3,percent
Tajikistan,GDP,12.06,10.71,12.06,0.86,USD Billion
Tajikistan,GDP Constant Prices,617125,26653,617125,76.23,TJS Million
Tajikistan,GDP per Capita,1441,1356,1495,372,USD
Tajikistan,GDP per Capita PPP,4581,4311,4581,1182,USD
Tajikistan,Full Year GDP Growth,8.3,8,13.9,-29,percent
Tajikistan,GDP from Agriculture,31770,28466,37298,25.6,TJS Million
Tajikistan,GDP from Construction,10313,9164,11417,2.2,TJS Million
Tajikistan,GDP from Manufacturing,21143,19554,24139,23.8,TJS Million
Tajikistan,GDP from Services,22948,20590,22948,6.1,TJS Million
Tajikistan,GDP from Transport,11994,10734,11994,3.1,TJS Million
Tajikistan,Unemployment Rate,6.9,7,16.5,1.9,percent
Tajikistan,Employed Persons,2633,2545,2633,1681,Thousand
Tajikistan,Unemployed Persons,47.7,49.1,64.8,22.7,Thousand
Tajikistan,Wages,2149,2158,2381,1.5,TJS/Month
Tajikistan,Population,10.28,10.08,10.28,2.09,Million
Tajikistan,Minimum Wages,600,600,600,60,TJS/Month
Tajikistan,Retirement Age Men,63,63,63,60,Years
Tajikistan,Retirement Age Women,58,58,58,55,Years
Tajikistan,Wages in Manufacturing,2498,2548,2566,397,TJS/Month
Tajikistan,Inflation Rate,3.4,3.5,60.6,0.4,percent
Tajikistan,Consumer Price Index CPI,100,100,178,84.2,points
Tajikistan,Producer Prices,103,103,165,90.4,points
Tajikistan,Food Inflation,1.1,1.5,66.3,-2.5,percent
Tajikistan,Inflation Rate MoM,0.3,0.1,78.1,-15.8,percent
Tajikistan,Producer Prices Change,1.7,1.3,65.2,-9.6,percent
Tajikistan,Interest Rate,9,9,18.06,4.8,percent
Tajikistan,Money Supply M0,31401,27896,31401,76.05,TJS Thousand
Tajikistan,Money Supply M1,32951,29349,32951,93.87,TJS Thousand
Tajikistan,Money Supply M2,40365,35915,40365,93.89,TJS Thousand
Tajikistan,Balance of Trade,-1533768,-884799,-236027,-1533768,USD Million
Tajikistan,Current Account,-81582,666540,747616,-496673,USD Thousand
Tajikistan,Current Account to GDP,-3.7,15.6,15.6,-32.1,percent of GDP
Tajikistan,Exports,384289,613556,1477454,292743,USD Million
Tajikistan,Imports,1918057,1498354,1918057,1234825,USD Million
Tajikistan,Gold Reserves,8.46,8.46,22.33,0,Tonnes
Tajikistan,Crude Oil Production,0.32,0.32,0.6,0.18,BBL/D/1K
Tajikistan,External Debt,6221,6234,6810,3089,USD Million
Tajikistan,Terrorism Index,0.87,3.44,5.47,0.22,Points
Tajikistan,Government Debt to GDP,30.9,34.6,111,27.9,percent of GDP
Tajikistan,Government Budget,1.4,0.6,1.4,-10.07,percent of GDP
Tajikistan,Government Revenues,17497,13963,43151,9.1,TJS Million
Tajikistan,Corruption Index,20,24,26,18,Points
Tajikistan,Corruption Rank,162,150,162,124,
Tajikistan,Credit Rating,25,,,,
Tajikistan,Fiscal Expenditure,16266,12872,41281,5.3,TJS Million
Tajikistan,Government Budget Value,1231,1091,1876,-1156,TJS Million
Tajikistan,Military Expenditure,140,204,204,1,USD Million
Tajikistan,Sales Tax Rate,14,15,18,14,percent
Tajikistan,Personal Income Tax Rate,12,12,13,12,percent
Tajikistan,Social Security Rate,22,22,26,22,percent
Tajikistan,Social Security Rate For Companies,20,20,25,20,percent
Tajikistan,Social Security Rate For Employees,2,2,2,1,percent
Tajikistan,Industrial Production,12.1,11.5,23.4,-16.1,percent
Tanzania,Currency,2730,2737,3700,1105,
Tanzania,Stock Market,2124,2068,2850,211,points
Tanzania,GDP Annual Growth Rate,5.6,5,11.9,2.6,percent
Tanzania,Unemployment Rate,8.9,9,12.9,8.9,percent
Tanzania,Inflation Rate,3.1,3,19.8,3,percent
Tanzania,Interest Rate,6,6,67.5,3.7,percent
Tanzania,Balance of Trade,-1557,-1858,20.3,-2186,USD Million
Tanzania,Current Account,-471,-1014,200,-1687,USD Million
Tanzania,Current Account to GDP,-7.1,-3.4,-0.2,-13.4,percent of GDP
Tanzania,Government Debt to GDP,38.3,37.9,50.2,21.5,percent of GDP
Tanzania,Government Budget,4.2,-3.6,4.2,-11.9,percent of GDP
Tanzania,Corporate Tax Rate,30,30,30,30,percent
Tanzania,Personal Income Tax Rate,30,30,30,30,percent
Tanzania,GDP Annual Growth Rate,5.6,5,11.9,2.6,percent
Tanzania,GDP,79.16,75.77,79.16,2.65,USD Billion
Tanzania,Gross Fixed Capital Formation,66300057,63270605,66300057,5401791,TZS Million
Tanzania,GDP per Capita,1081,1058,1081,476,USD
Tanzania,GDP per Capita PPP,3581,3504,3581,1671,USD
Tanzania,GDP Constant Prices,38730692,39861496,39861496,16431376,TZS Million
Tanzania,GDP from Agriculture,9782967,10813320,10813320,1496675,TZS Million
Tanzania,GDP from Construction,5481309,5250696,5481309,357544,TZS Million
Tanzania,GDP from Manufacturing,3000937,3204925,3258720,373896,TZS Million
Tanzania,GDP from Mining,1930403,2137242,2137242,197832,TZS Million
Tanzania,GDP from Public Administration,1654504,1616373,1654504,419166,TZS million
Tanzania,Unemployment Rate,8.9,9,12.9,8.9,percent
Tanzania,Population,61.74,61.5,61.74,10.07,Million
Tanzania,Minimum Wages,60000,60000,60000,40000,TZS/Month
Tanzania,Inflation Rate,3.1,3,19.8,3,percent
Tanzania,Consumer Price Index CPI,116,116,116,49.11,points
Tanzania,Food Inflation,2.8,1,27.84,0.1,percent
Tanzania,Core Consumer Prices,114,114,114,74.03,points
Tanzania,Core Inflation Rate,3.2,3.3,9.2,1.3,percent
Tanzania,CPI Housing Utilities,116,117,142,51.88,points
Tanzania,CPI Transportation,118,118,118,75.59,points
Tanzania,Export Prices,110,108,143,96.8,points
Tanzania,Import Prices,101,102,120,96.7,points
Tanzania,Inflation Rate MoM,-0.2,-0.2,24.89,-2.88,percent
Tanzania,Interest Rate,6,6,67.5,3.7,percent
Tanzania,Banks Balance Sheet,62066181,59159636,62066181,10686882,TZS Million
Tanzania,Central Bank Balance Sheet,30174249,29325617,30202756,7370797,TZS Million
Tanzania,Money Supply M0,10896,10926,11046,464,TZS Billion
Tanzania,Money Supply M1,22176,21996,22176,567,TZS Billion
Tanzania,Money Supply M2,35481,35266,35481,907,TZS Billion
Tanzania,Money Supply M3,46931,46762,46931,1184,TZS Billion
Tanzania,Balance of Trade,-1557,-1858,20.3,-2186,USD Million
Tanzania,Current Account,-471,-1014,200,-1687,USD Million
Tanzania,Current Account to GDP,-7.1,-3.4,-0.2,-13.4,percent of GDP
Tanzania,Exports,1690,2017,2309,980,USD Million
Tanzania,Imports,3247,3875,4197,1316,USD Million
Tanzania,Capital Flows,483,948,1952,-1327,USD Million
Tanzania,External Debt,29685,30265,33414,2470,USD Million
Tanzania,Terms of Trade,109,107,119,100,points
Tanzania,Terrorism Index,2.27,4.07,4.83,0,Points
Tanzania,Government Debt to GDP,38.3,37.9,50.2,21.5,percent of GDP
Tanzania,Government Budget,4.2,-3.6,4.2,-11.9,percent of GDP
Tanzania,Corruption Index,40,38,40,19,Points
Tanzania,Corruption Rank,87,94,126,71,
Tanzania,Credit Rating,32,,,,
Tanzania,Government Debt,12159,12158,12480,2245,USD Million
Tanzania,Military Expenditure,905,832,905,14.6,USD Million
Tanzania,Corporate Tax Rate,30,30,30,30,percent
Tanzania,Personal Income Tax Rate,30,30,30,30,percent
Tanzania,Sales Tax Rate,18,18,20,18,percent
Tanzania,Private Sector Credit,35355,34981,35355,4587,TZS Billion
Tanzania,Bank Lending Rate,12.78,12.82,17.91,7.53,percent
Tanzania,Gasoline Prices,1.15,1.19,1.6,0.42,USD/Liter
Thailand,Currency,32.25,32.37,56.5,22.1,
Thailand,Stock Market,914,915,1224,135,points
Thailand,GDP Growth Rate,0.8,1.2,9.4,-9.2,percent
Thailand,GDP Annual Growth Rate,2.3,1.6,15.5,-12.5,percent
Thailand,Unemployment Rate,1.07,1.01,7.75,0.47,percent
Thailand,Inflation Rate,0.35,0.83,24.56,-4.38,percent
Thailand,Inflation Rate MoM,0.07,0.19,4,-3,percent
Thailand,Interest Rate,2.5,2.5,5,0.5,percent
Thailand,Balance of Trade,262,-1370,4974,-5916,USD Million
Thailand,Current Account,1362,300,7162,-4086,USD Million
Thailand,Current Account to GDP,-0.2,-3,12.7,-8.3,percent of GDP
Thailand,Government Debt to GDP,61.9,60.9,61.9,15.2,percent of GDP
Thailand,Government Budget,-2.8,-5.6,4.9,-9.1,percent of GDP
Thailand,Business Confidence,47.1,46.9,55.7,32.6,points
Thailand,Consumer Confidence,56.5,57.7,112,39.6,points
Thailand,Corporate Tax Rate,20,20,30,20,percent
Thailand,Personal Income Tax Rate,35,35,37,35,percent
Thailand,GDP Growth Rate,0.8,1.2,9.4,-9.2,percent
Thailand,GDP Annual Growth Rate,2.3,1.6,15.5,-12.5,percent
Thailand,GDP,515,496,544,2.76,USD Billion
Thailand,GDP Constant Prices,2775749,2754771,2775749,1043940,THB Million
Thailand,Gross National Product,2767430,2970649,2970649,1056107,THB Billion
Thailand,Gross Fixed Capital Formation,588952,663033,724143,250204,THB Million
Thailand,GDP per Capita,6385,6276,6454,598,USD
Thailand,GDP per Capita PPP,21113,20753,21341,8624,USD
Thailand,Full Year GDP Growth,1.9,2.5,8.1,-7.6,percent
Thailand,GDP from Agriculture,183071,172788,183071,92052,THB Million
Thailand,GDP from Construction,58435,62902,103693,36619,THB Million
Thailand,GDP from Manufacturing,734344,690664,734344,267937,THB Million
Thailand,GDP from Mining,47800,44812,63515,20063,THB Million
Thailand,GDP from Public Administration,134165,135215,135812,41767,THB Million
Thailand,GDP from Transport,214931,178446,214931,57378,THB Million
Thailand,GDP from Utilities,90498,95981,95981,22477,THB Million
Thailand,Unemployment Rate,1.07,1.01,7.75,0.47,percent
Thailand,Employed Persons,39501,39579,40291,28418,Thousand
Thailand,Unemployed Persons,429,408,1744,188,Thousand
Thailand,Job Vacancies,77742,125261,461642,12620,
Thailand,Wages,15052,15382,15453,6344,THB/Month
Thailand,Minimum Wages,363,353,363,12,THB/Day
Thailand,Wages in Manufacturing,14366,14220,14613,5516,THB/Month
Thailand,Population,66.05,66.09,66.56,27.36,Million
Thailand,Labour Costs,101,101,108,88.36,points
Thailand,Productivity,124,120,141,92.9,points
Thailand,Youth Unemployment Rate,6.6,5.4,8.6,2.5,percent
Thailand,Inflation Rate,0.35,0.83,24.56,-4.38,percent
Thailand,Inflation Rate MoM,0.07,0.19,4,-3,percent
Thailand,Consumer Price Index CPI,109,109,109,18.3,points
Thailand,Core Consumer Prices,105,105,105,41.8,points
Thailand,Core Inflation Rate,0.62,0.52,8.54,-1.12,percent
Thailand,GDP Deflator,161,164,172,73.83,points
Thailand,Producer Prices,112,113,116,49.6,points
Thailand,Export Prices,129,131,132,75.94,points
Thailand,Import Prices,133,134,136,67.79,points
Thailand,Food Inflation,1.83,1.27,26.34,-7.05,percent
Thailand,CPI Housing Utilities,103,103,104,27.3,points
Thailand,CPI Transportation,112,113,122,18.1,points
Thailand,Producer Prices Change,1.8,4,21.59,-13,percent
Thailand,Interest Rate,2.5,2.5,5,0.5,percent
Thailand,Interbank Rate,2.65,2.65,5.41,0.62,percent
Thailand,Money Supply M0,2227,2235,2283,281,THB Billion
Thailand,Money Supply M1,3043,3075,3138,366,THB Billion
Thailand,Money Supply M3,25690,25721,25865,5078,THB Billion
Thailand,Banks Balance Sheet,24039840,23874930,24068852,14874369,THB Million
Thailand,Foreign Exchange Reserves,235685,230624,258134,326,USD Million
Thailand,Loans to Private Sector,4785849,4828257,4889712,1701089,THB Million
Thailand,Deposit Interest Rate,1.37,0.51,13.67,0.41,percent
Thailand,Money Supply M2,22647,22646,22750,4665,THB Billion
Thailand,Repo Rate,2.49,2.49,2.5,0.48,percent
Thailand,Central Bank Balance Sheet,9700827,9617840,10072236,2103522,THB Million
Thailand,Balance of Trade,262,-1370,4974,-5916,USD Million
Thailand,Current Account,1362,300,7162,-4086,USD Million
Thailand,Current Account to GDP,-0.2,-3,12.7,-8.3,percent of GDP
Thailand,Exports,26182,25721,28860,1997,USD Million
Thailand,Imports,25917,27094,28082,2760,USD Million
Thailand,External Debt,187528,194261,201812,58985,USD Million
Thailand,Terms of Trade,97.35,97.64,115,95.37,points
Thailand,Tourist Arrivals,310342,2740372,3930800,0,
Thailand,Gold Reserves,235,235,244,72.59,Tonnes
Thailand,Exports YoY,7,15.2,45.5,-26.6,percent
Thailand,Imports YoY,8.9,13.1,71.5,-44.9,percent
Thailand,Crude Oil Production,156,148,273,46,BBL/D/1K
Thailand,Foreign Direct Investment,-45133,-31192,214433,-237408,THB Million
Thailand,Remittances,23610,21882,24253,2316,THB Billion
Thailand,Terrorism Index,4.22,5.43,7.46,4.1,Points
Thailand,Government Debt to GDP,61.9,60.9,61.9,15.2,percent of GDP
Thailand,Government Budget,-2.8,-5.6,4.9,-9.1,percent of GDP
Thailand,Government Budget Value,26019,126717,217720,-258195,THB Million
Thailand,Government Spending,393263,374882,455726,111819,THB Million
Thailand,Government Revenues,197737,376070,388868,14663,THB Million
Thailand,Fiscal Expenditure,171718,249353,452530,15678,THB Million
Thailand,Corruption Index,35,36,38,27.9,Points
Thailand,Corruption Rank,108,101,110,34,
Thailand,Credit Rating,65,,,,
Thailand,Military Expenditure,5766,6031,7296,58.7,USD Million
Thailand,Corporate Tax Rate,20,20,30,20,percent
Thailand,Personal Income Tax Rate,35,35,37,35,percent
Thailand,Sales Tax Rate,7,7,7,7,percent
Thailand,Social Security Rate,10,10,10,8,percent
Thailand,Social Security Rate For Companies,5,5,5,4,percent
Thailand,Social Security Rate For Employees,5,5,5,4,percent
Thailand,Withholding Tax Rate,15,15,15,15,percent
Thailand,Business Confidence,47.1,46.9,55.7,32.6,points
Thailand,Industrial Production,-1.91,1.63,59.55,-32.02,percent
Thailand,Industrial Production Mom,-1.56,0.45,22,-24.8,percent
Thailand,Capacity Utilization,59.77,55.26,78.07,49.21,points
Thailand,Changes in Inventories,-92619,52065,198751,-168096,THB Million
Thailand,Car Registrations,30101,30884,66668,1690,Units
Thailand,Leading Economic Index,159,159,162,82.25,points
Thailand,Car Production,119680,124829,256581,23695,Units
Thailand,Cement Production,2960,2993,4211,522,Thousands of Ton
Thailand,Coincident Index,103,101,103,69.72,points
Thailand,Manufacturing PMI,52,52.8,60.4,36.8,points
Thailand,Private Investment,-3.3,6,23.5,-49.7,percent
Thailand,Total Vehicle Sales,45190,46394,157527,5338,Units
Thailand,Consumer Confidence,56.5,57.7,112,39.6,points
Thailand,Retail Sales YoY,21.7,13.4,113,-61.28,percent
Thailand,Consumer Spending,1685069,1642450,1685069,577284,THB Million
Thailand,Personal Savings,2,10.4,16.1,2,percent
Thailand,Bank Lending Rate,7,7,16.5,5.75,percent
Thailand,Consumer Credit,5479230,5439190,5479230,2960079,THB Million
Thailand,Gasoline Prices,1.09,1.07,1.62,0.3,USD/Liter
Thailand,Households Debt to GDP,91.8,92.4,96.6,28.7,percent of GDP
Thailand,Personal Spending,0.5,0.3,6.6,-9.6,percent
Thailand,Housing Index,162,162,162,98.4,points
Thailand,Housing Starts,8594,8793,24699,1267,units
Thailand,Residential Property Prices,2.04,2.94,23.41,-18.69,Percent
Togo,Currency,587,588,698,30,
Togo,GDP Annual Growth Rate,6.1,5.1,15.46,-15.1,percent
Togo,Unemployment Rate,3.7,3.8,4.4,2,percent
Togo,Inflation Rate,4.2,4,15.83,-26.77,percent
Togo,Interest Rate,5.5,5.5,5.5,3.5,percent
Togo,Current Account,-198,-177,78.7,-281,XOF Billion
Togo,Current Account to GDP,-4.1,-3.7,23.5,-26.4,percent of GDP
Togo,Government Debt to GDP,25.7,25.4,124,13.6,percent of GDP
Togo,Government Budget,-7,-8.4,2.4,-8.4,percent of GDP
Togo,GDP Annual Growth Rate,6.1,5.1,15.46,-15.1,percent
Togo,GDP,9.17,8.17,9.17,0.17,USD Billion
Togo,GDP per Capita,922,886,922,455,USD
Togo,GDP per Capita PPP,2844,2735,2844,1723,USD
Togo,Unemployment Rate,3.7,3.8,4.4,2,percent
Togo,Population,9.05,8.85,9.05,1.65,Million
Togo,Inflation Rate,4.2,4,15.83,-26.77,percent
Togo,Food Inflation,9,8.2,37.35,-26.83,percent
Togo,Consumer Price Index CPI,131,133,133,91.2,points
Togo,CPI Housing Utilities,115,116,132,96.1,points
Togo,CPI Transportation,114,115,124,90.3,points
Togo,Inflation Rate MoM,-2,0.5,2.7,-3.4,percent
Togo,Interest Rate,5.5,5.5,5.5,3.5,percent
Togo,Money Supply M0,686300,736900,736900,73639,XOF Million
Togo,Money Supply M2,3047200,3053400,3053400,160895,XOF Million
Togo,Current Account,-198,-177,78.7,-281,XOF Billion
Togo,Current Account to GDP,-4.1,-3.7,23.5,-26.4,percent of GDP
Togo,Terrorism Index,4.67,4.92,4.92,0,Points
Togo,Government Debt to GDP,25.7,25.4,124,13.6,percent of GDP
Togo,Government Budget,-7,-8.4,2.4,-8.4,percent of GDP
Togo,Corruption Index,31,30,32,23,Points
Togo,Corruption Rank,126,130,143,107,
Togo,Credit Rating,27,,,,
Togo,Military Expenditure,276,337,337,0.3,USD Million
Togo,Sales Tax Rate,18,18,18,18,percent
Togo,Capacity Utilization,78,77,83.7,40.7,percent
Togo,Industrial Production,2.7,-2.5,36.9,-16.6,percent
Togo,Retail Sales YoY,1.8,3,34,-16.9,percent
Tonga,GDP,0.5,0.47,0.51,0.03,USD Billion
Tonga,GDP per Capita PPP,6555,6742,6977,3979,USD
Tonga,Deposit Interest Rate,1.53,1.65,7.25,1.53,percent
Tonga,Sales Tax Rate,15,15,15,5,percent
Tonga,Corporate Tax Rate,25,25,25,25,percent
Tonga,Temperature,25.1,25.16,25.42,24.05,celsius
Tonga,GDP,0.5,0.47,0.51,0.03,USD Billion
Tonga,GDP per Capita PPP,6555,6742,6977,3979,USD
Tonga,Deposit Interest Rate,1.53,1.65,7.25,1.53,percent
Tonga,Sales Tax Rate,15,15,15,5,percent
Tonga,Corporate Tax Rate,25,25,25,25,percent
Tunisia,Stock Market,9962,9989,10006,0,points
Tunisia,GDP Growth Rate,0.2,0.6,20.8,-16,percent
Tunisia,GDP Annual Growth Rate,1,0.3,15.6,-18.4,percent
Tunisia,Unemployment Rate,16,16.2,18.9,12.4,percent
Tunisia,Inflation Rate,6.7,7,16.7,-1.9,percent
Tunisia,Interest Rate,8,8,8,3.5,percent
Tunisia,Balance of Trade,-2291,-1617,-40.3,-3307,TND Million
Tunisia,Current Account,-1746,-642,327,-5166,TND Million
Tunisia,Current Account to GDP,-8.6,-6,3.5,-11.6,percent of GDP
Tunisia,Government Debt to GDP,79.4,79.9,87.6,39.2,percent of GDP
Tunisia,Government Budget,-7.1,-7.7,-2.6,-9,percent of GDP
Tunisia,Corporate Tax Rate,15,15,35,15,percent
Tunisia,Personal Income Tax Rate,35,35,35,35,percent
Tunisia,GDP Growth Rate,0.2,0.6,20.8,-16,percent
Tunisia,GDP Annual Growth Rate,1,0.3,15.6,-18.4,percent
Tunisia,GDP,48.53,44.58,50.27,0.99,USD Billion
Tunisia,GDP Constant Prices,23867,23830,24246,10178,TND Million
Tunisia,Gross Fixed Capital Formation,22787,20858,23899,2635,TND Million
Tunisia,GDP per Capita,3902,3918,4095,1080,USD
Tunisia,GDP per Capita PPP,12332,12382,12942,6591,USD
Tunisia,Full Year GDP Growth,0.4,2.6,6.3,-8.6,percent
Tunisia,GDP from Agriculture,2037,2034,2270,888,TND Million
Tunisia,GDP from Construction,933,999,1245,407,TND Million
Tunisia,GDP from Mining,156,162,236,88.3,TND Million
Tunisia,GDP from Transport,1342,1282,1516,757,TND Million
Tunisia,Unemployment Rate,16,16.2,18.9,12.4,percent
Tunisia,Employed Persons,3484,3476,3566,898,Thousand
Tunisia,Population,11.89,11.85,11.89,4.22,Million
Tunisia,Minimum Wages,17.7,17.7,17.7,5.6,TND/Day
Tunisia,Inflation Rate,6.7,7,16.7,-1.9,percent
Tunisia,Consumer Price Index CPI,178,177,178,6.76,points
Tunisia,Food Inflation,8.5,9.4,15.9,0.86,percent
Tunisia,Rent Inflation,5.2,5.1,7.4,4.1,percent
Tunisia,CPI Housing Utilities,157,156,157,97.7,points
Tunisia,CPI Transportation,164,163,164,98.44,points
Tunisia,Inflation Rate MoM,0.3,0.4,4.6,-4.53,percent
Tunisia,Interest Rate,8,8,8,3.5,percent
Tunisia,Money Supply M1,53840,54234,54234,2774,TND Thousand
Tunisia,Money Supply M2,117441,116776,117441,6470,TND Thousand
Tunisia,Money Supply M3,125884,125498,125884,7174,TND Thousand
Tunisia,Central Bank Balance Sheet,47581,48069,49444,2976,TND Million
Tunisia,Foreign Exchange Reserves,27816557,26527220,28303955,5132452,TND Thousand
Tunisia,Balance of Trade,-2291,-1617,-40.3,-3307,TND Million
Tunisia,Current Account,-1746,-642,327,-5166,TND Million
Tunisia,Current Account to GDP,-8.6,-6,3.5,-11.6,percent of GDP
Tunisia,Exports,4477,5081,5963,240,TND Million
Tunisia,Imports,6768,6698,7700,454,TND Million
Tunisia,Capital Flows,4586,2607,6603,-1148,TND Million
Tunisia,Tourist Arrivals,9370,5170,9500,2000,Thousand
Tunisia,Gold Reserves,6.84,6.84,6.84,6.74,Tonnes
Tunisia,Tourism Revenues,1575,1226,2603,0,TND Million
Tunisia,Crude Oil Production,31,31,115,22,BBL/D/1K
Tunisia,External Debt,1288973,1352652,1352652,29167,TND Million
Tunisia,Foreign Direct Investment,873,413,3361,0,TND Million
Tunisia,Terrorism Index,2.91,3.99,6.28,0.92,Points
Tunisia,Government Debt to GDP,79.4,79.9,87.6,39.2,percent of GDP
Tunisia,Government Budget,-7.1,-7.7,-2.6,-9,percent of GDP
Tunisia,Government Spending,28372,27370,28372,1769,TND Million
Tunisia,Corruption Index,40,40,53,38,Points
Tunisia,Corruption Rank,87,85,87,31,
Tunisia,Credit Rating,21,,,,
Tunisia,Military Expenditure,1208,1156,1250,3.7,USD Million
Tunisia,Corporate Tax Rate,15,15,35,15,percent
Tunisia,Personal Income Tax Rate,35,35,35,35,percent
Tunisia,Sales Tax Rate,19,19,19,18,percent
Tunisia,Social Security Rate,25.75,25.75,25.76,23.75,percent
Tunisia,Social Security Rate For Companies,16.57,16.57,16.57,16,percent
Tunisia,Social Security Rate For Employees,9.18,9.18,9.19,7.75,percent
Tunisia,Industrial Production,-8.68,-2.8,78,-39.4,percent
Tunisia,Manufacturing Production,-3.4,-2.9,112,-53.9,percent
Tunisia,Industrial Production Mom,4.5,9.5,36.1,-32.9,percent
Tunisia,Mining Production,-17.2,2.6,632,-91.4,percent
Tunisia,Consumer Spending,106237,96451,106237,6881,TND Million
Turkey,Currency,34.18,34.16,36.32,0.01,
Turkey,Stock Market,9675,9777,11252,0.02,points
Turkey,GDP Growth Rate,0.1,1.4,16.4,-10.4,percent
Turkey,GDP Annual Growth Rate,2.5,5.3,22.3,-14.5,percent
Turkey,Unemployment Rate,8.8,9.2,14.1,8,percent
Turkey,Inflation Rate,51.97,61.78,139,-4.01,percent
Turkey,Inflation Rate MoM,2.47,3.23,13.58,-1.44,percent
Turkey,Interest Rate,50,50,500,4.5,percent
Turkey,Balance of Trade,-4992,-7319,188,-14290,USD Million
Turkey,Current Account,566,407,5095,-10243,USD Million
Turkey,Current Account to GDP,-4,-5.1,1.9,-9,percent of GDP
Turkey,Government Debt to GDP,29.5,30.8,75.5,27.2,percent of GDP
Turkey,Government Budget,-5.2,-1,-0.6,-33,percent of GDP
Turkey,Business Confidence,98.8,98.5,123,52.6,points
Turkey,Manufacturing PMI,47.8,47.2,56.9,33.4,points
Turkey,Consumer Confidence,78.2,76.4,106,63.4,points
Turkey,Retail Sales MoM,0.8,1.7,15.9,-20,percent
Turkey,Corporate Tax Rate,25,25,33,20,percent
Turkey,Personal Income Tax Rate,40,40,40,35,percent
Turkey,GDP Growth Rate,0.1,1.4,16.4,-10.4,percent
Turkey,GDP Annual Growth Rate,2.5,5.3,22.3,-14.5,percent
Turkey,GDP,1108,907,1108,7.57,USD Billion
Turkey,GDP Constant Prices,543799637,517563605,608719527,148678773,TRY Thousand
Turkey,Gross Fixed Capital Formation,135748704,133285276,152909153,82266,TRY Thousand
Turkey,GDP per Capita,14630,14055,14630,2468,USD
